ion,mz_4dp,feature_id,cluster_mz
pos,79.0541,pos_mz_79.0542_01864,79.0542
pos,79.0542,pos_mz_79.0542_01864,79.0542
pos,79.0543,pos_mz_79.0542_01864,79.0542
pos,79.9555,pos_mz_79.9556_01891,79.95555
pos,79.9556,pos_mz_79.9556_01891,79.95555
pos,80.0085,pos_mz_80.0087_01905,80.00865
pos,80.0086,pos_mz_80.0087_01905,80.00865
pos,80.0087,pos_mz_80.0087_01905,80.00865
pos,80.0088,pos_mz_80.0087_01905,80.00865
pos,80.0199,pos_mz_80.0200_01908,80.02005
pos,80.02,pos_mz_80.0200_01908,80.02005
pos,80.0201,pos_mz_80.0200_01908,80.02005
pos,80.0202,pos_mz_80.0200_01908,80.02005
pos,80.0494,pos_mz_80.0495_01913,80.04945000000001
pos,80.0495,pos_mz_80.0495_01913,80.04945000000001
pos,80.0573,pos_mz_80.0575_01916,80.0575
pos,80.0574,pos_mz_80.0575_01916,80.0575
pos,80.0575,pos_mz_80.0575_01916,80.0575
pos,80.0576,pos_mz_80.0575_01916,80.0575
pos,80.0577,pos_mz_80.0575_01916,80.0575
pos,80.9395,pos_mz_80.9396_01943,80.9396
pos,80.9396,pos_mz_80.9396_01943,80.9396
pos,80.9397,pos_mz_80.9396_01943,80.9396
pos,80.9926,pos_mz_80.9926_01952,80.99265
pos,80.9927,pos_mz_80.9926_01952,80.99265
pos,80.9971,pos_mz_80.9973_01953,80.99730000000001
pos,80.9972,pos_mz_80.9973_01953,80.99730000000001
pos,80.9973,pos_mz_80.9973_01953,80.99730000000001
pos,80.9974,pos_mz_80.9973_01953,80.99730000000001
pos,80.9975,pos_mz_80.9973_01953,80.99730000000001
pos,81.0012,pos_mz_81.0013_01956,81.0013
pos,81.0013,pos_mz_81.0013_01956,81.0013
pos,81.0014,pos_mz_81.0013_01956,81.0013
pos,81.031,pos_mz_81.0311_01962,81.0311
pos,81.0311,pos_mz_81.0311_01962,81.0311
pos,81.0312,pos_mz_81.0311_01962,81.0311
pos,81.0333,pos_mz_81.0335_01963,81.03345
pos,81.0334,pos_mz_81.0335_01963,81.03345
pos,81.0335,pos_mz_81.0335_01963,81.03345
pos,81.0336,pos_mz_81.0335_01963,81.03345
pos,81.0446,pos_mz_81.0447_01964,81.04475
pos,81.0447,pos_mz_81.0447_01964,81.04475
pos,81.0448,pos_mz_81.0447_01964,81.04475
pos,81.0449,pos_mz_81.0447_01964,81.04475
pos,81.0527,pos_mz_81.0528_01969,81.0528
pos,81.0528,pos_mz_81.0528_01969,81.0528
pos,81.0529,pos_mz_81.0528_01969,81.0528
pos,81.0698,pos_mz_81.0699_01978,81.06985
pos,81.0699,pos_mz_81.0699_01978,81.06985
pos,81.9536,pos_mz_81.9537_01998,81.9537
pos,81.9537,pos_mz_81.9537_01998,81.9537
pos,81.9538,pos_mz_81.9537_01998,81.9537
pos,81.9628,pos_mz_81.9629_02001,81.9629
pos,81.9629,pos_mz_81.9629_02001,81.9629
pos,81.963,pos_mz_81.9629_02001,81.9629
pos,82.0731,pos_mz_82.0732_02015,82.0732
pos,82.0732,pos_mz_82.0732_02015,82.0732
pos,82.0733,pos_mz_82.0732_02015,82.0732
pos,82.9376,pos_mz_82.9378_02023,82.93775000000001
pos,82.9377,pos_mz_82.9378_02023,82.93775000000001
pos,82.9378,pos_mz_82.9378_02023,82.93775000000001
pos,82.9379,pos_mz_82.9378_02023,82.93775000000001
pos,83.0215,pos_mz_83.0216_02028,83.02155
pos,83.0216,pos_mz_83.0216_02028,83.02155
pos,83.049,pos_mz_83.0491_02032,83.0491
pos,83.0491,pos_mz_83.0491_02032,83.0491
pos,83.0492,pos_mz_83.0491_02032,83.0491
pos,83.0854,pos_mz_83.0855_02039,83.08550000000001
pos,83.0855,pos_mz_83.0855_02039,83.08550000000001
pos,83.0856,pos_mz_83.0855_02039,83.08550000000001
pos,83.9597,pos_mz_83.9599_02047,83.95985
pos,83.9598,pos_mz_83.9599_02047,83.95985
pos,83.9599,pos_mz_83.9599_02047,83.95985
pos,83.96,pos_mz_83.9599_02047,83.95985
pos,84.0442,pos_mz_84.0444_02051,84.04435000000001
pos,84.0443,pos_mz_84.0444_02051,84.04435000000001
pos,84.0444,pos_mz_84.0444_02051,84.04435000000001
pos,84.0445,pos_mz_84.0444_02051,84.04435000000001
pos,84.0745,pos_mz_84.0746_02055,84.0746
pos,84.0746,pos_mz_84.0746_02055,84.0746
pos,84.0747,pos_mz_84.0746_02055,84.0746
pos,84.0805,pos_mz_84.0807_02057,84.08070000000001
pos,84.0806,pos_mz_84.0807_02057,84.08070000000001
pos,84.0807,pos_mz_84.0807_02057,84.08070000000001
pos,84.0808,pos_mz_84.0807_02057,84.08070000000001
pos,84.0809,pos_mz_84.0807_02057,84.08070000000001
pos,84.0888,pos_mz_84.0889_02060,84.08890000000001
pos,84.0889,pos_mz_84.0889_02060,84.08890000000001
pos,84.089,pos_mz_84.0889_02060,84.08890000000001
pos,84.9595,pos_mz_84.9596_02110,84.95960000000001
pos,84.9596,pos_mz_84.9596_02110,84.95960000000001
pos,84.9597,pos_mz_84.9596_02110,84.95960000000001
pos,85.0283,pos_mz_85.0284_02148,85.02835
pos,85.0284,pos_mz_85.0284_02148,85.02835
pos,85.0647,pos_mz_85.0648_02165,85.0648
pos,85.0648,pos_mz_85.0648_02165,85.0648
pos,85.0649,pos_mz_85.0648_02165,85.0648
pos,85.0759,pos_mz_85.0761_02172,85.07610000000001
pos,85.076,pos_mz_85.0761_02172,85.07610000000001
pos,85.0761,pos_mz_85.0761_02172,85.07610000000001
pos,85.0762,pos_mz_85.0761_02172,85.07610000000001
pos,85.0763,pos_mz_85.0761_02172,85.07610000000001
pos,85.0807,pos_mz_85.0808_02177,85.0808
pos,85.0808,pos_mz_85.0808_02177,85.0808
pos,85.0809,pos_mz_85.0808_02177,85.0808
pos,85.1009,pos_mz_85.1011_02187,85.1011
pos,85.101,pos_mz_85.1011_02187,85.1011
pos,85.1011,pos_mz_85.1011_02187,85.1011
pos,85.1012,pos_mz_85.1011_02187,85.1011
pos,85.1013,pos_mz_85.1011_02187,85.1011
pos,85.9585,pos_mz_85.9587_02202,85.95865
pos,85.9586,pos_mz_85.9587_02202,85.95865
pos,85.9587,pos_mz_85.9587_02202,85.95865
pos,85.9588,pos_mz_85.9587_02202,85.95865
pos,85.9629,pos_mz_85.9630_02204,85.96300000000001
pos,85.963,pos_mz_85.9630_02204,85.96300000000001
pos,85.9631,pos_mz_85.9630_02204,85.96300000000001
pos,86.0599,pos_mz_86.0600_02218,86.06
pos,86.06,pos_mz_86.0600_02218,86.06
pos,86.0601,pos_mz_86.0600_02218,86.06
pos,86.0841,pos_mz_86.0841_02224,86.08415
pos,86.0842,pos_mz_86.0841_02224,86.08415
pos,86.9556,pos_mz_86.9557_02243,86.9557
pos,86.9557,pos_mz_86.9557_02243,86.9557
pos,86.9558,pos_mz_86.9557_02243,86.9557
pos,86.9637,pos_mz_86.9638_02245,86.96385
pos,86.9638,pos_mz_86.9638_02245,86.96385
pos,86.9639,pos_mz_86.9638_02245,86.96385
pos,86.964,pos_mz_86.9638_02245,86.96385
pos,86.9752,pos_mz_86.9754_02248,86.97540000000001
pos,86.9753,pos_mz_86.9754_02248,86.97540000000001
pos,86.9754,pos_mz_86.9754_02248,86.97540000000001
pos,86.9755,pos_mz_86.9754_02248,86.97540000000001
pos,86.9756,pos_mz_86.9754_02248,86.97540000000001
pos,86.9926,pos_mz_86.9926_02249,86.99265
pos,86.9927,pos_mz_86.9926_02249,86.99265
pos,87.0278,pos_mz_87.0279_02260,87.02785
pos,87.0279,pos_mz_87.0279_02260,87.02785
pos,87.0439,pos_mz_87.0440_02262,87.044
pos,87.044,pos_mz_87.0440_02262,87.044
pos,87.0441,pos_mz_87.0440_02262,87.044
pos,87.0803,pos_mz_87.0804_02271,87.0804
pos,87.0804,pos_mz_87.0804_02271,87.0804
pos,87.0805,pos_mz_87.0804_02271,87.0804
pos,87.5294,pos_mz_87.5296_02279,87.52955
pos,87.5295,pos_mz_87.5296_02279,87.52955
pos,87.5296,pos_mz_87.5296_02279,87.52955
pos,87.5297,pos_mz_87.5296_02279,87.52955
pos,87.9932,pos_mz_87.9934_02286,87.9934
pos,87.9933,pos_mz_87.9934_02286,87.9934
pos,87.9934,pos_mz_87.9934_02286,87.9934
pos,87.9935,pos_mz_87.9934_02286,87.9934
pos,87.9936,pos_mz_87.9934_02286,87.9934
pos,88.0214,pos_mz_88.0215_02293,88.0215
pos,88.0215,pos_mz_88.0215_02293,88.0215
pos,88.0216,pos_mz_88.0215_02293,88.0215
pos,88.039,pos_mz_88.0392_02299,88.03920000000001
pos,88.0391,pos_mz_88.0392_02299,88.03920000000001
pos,88.0392,pos_mz_88.0392_02299,88.03920000000001
pos,88.0393,pos_mz_88.0392_02299,88.03920000000001
pos,88.0394,pos_mz_88.0392_02299,88.03920000000001
pos,88.0755,pos_mz_88.0756_02307,88.0756
pos,88.0756,pos_mz_88.0756_02307,88.0756
pos,88.0757,pos_mz_88.0756_02307,88.0756
pos,88.0835,pos_mz_88.0837_02309,88.0837
pos,88.0836,pos_mz_88.0837_02309,88.0837
pos,88.0837,pos_mz_88.0837_02309,88.0837
pos,88.0838,pos_mz_88.0837_02309,88.0837
pos,88.0839,pos_mz_88.0837_02309,88.0837
pos,88.9524,pos_mz_88.9525_02324,88.9525
pos,88.9525,pos_mz_88.9525_02324,88.9525
pos,88.9526,pos_mz_88.9525_02324,88.9525
pos,88.99,pos_mz_88.9902_02334,88.9902
pos,88.9901,pos_mz_88.9902_02334,88.9902
pos,88.9902,pos_mz_88.9902_02334,88.9902
pos,88.9903,pos_mz_88.9902_02334,88.9902
pos,88.9904,pos_mz_88.9902_02334,88.9902
pos,89.0596,pos_mz_89.0597_02346,89.05965
pos,89.0597,pos_mz_89.0597_02346,89.05965
pos,89.0707,pos_mz_89.0708_02347,89.0708
pos,89.0708,pos_mz_89.0708_02347,89.0708
pos,89.0709,pos_mz_89.0708_02347,89.0708
pos,89.9622,pos_mz_89.9624_02355,89.96239999999999
pos,89.9623,pos_mz_89.9624_02355,89.96239999999999
pos,89.9624,pos_mz_89.9624_02355,89.96239999999999
pos,89.9625,pos_mz_89.9624_02355,89.96239999999999
pos,89.9626,pos_mz_89.9624_02355,89.96239999999999
pos,90.0371,pos_mz_90.0373_02362,90.03725
pos,90.0372,pos_mz_90.0373_02362,90.03725
pos,90.0373,pos_mz_90.0373_02362,90.03725
pos,90.0374,pos_mz_90.0373_02362,90.03725
pos,90.0547,pos_mz_90.0549_02363,90.0549
pos,90.0548,pos_mz_90.0549_02363,90.0549
pos,90.0549,pos_mz_90.0549_02363,90.0549
pos,90.055,pos_mz_90.0549_02363,90.0549
pos,90.0551,pos_mz_90.0549_02363,90.0549
pos,90.9475,pos_mz_90.9477_02374,90.94765000000001
pos,90.9476,pos_mz_90.9477_02374,90.94765000000001
pos,90.9477,pos_mz_90.9477_02374,90.94765000000001
pos,90.9478,pos_mz_90.9477_02374,90.94765000000001
pos,90.9764,pos_mz_90.9766_02376,90.97655
pos,90.9765,pos_mz_90.9766_02376,90.97655
pos,90.9766,pos_mz_90.9766_02376,90.97655
pos,90.9767,pos_mz_90.9766_02376,90.97655
pos,91.054,pos_mz_91.0542_02393,91.05415
pos,91.0541,pos_mz_91.0542_02393,91.05415
pos,91.0542,pos_mz_91.0542_02393,91.05415
pos,91.0543,pos_mz_91.0542_02393,91.05415
pos,92.9494,pos_mz_92.9496_02422,92.9496
pos,92.9495,pos_mz_92.9496_02422,92.9496
pos,92.9496,pos_mz_92.9496_02422,92.9496
pos,92.9497,pos_mz_92.9496_02422,92.9496
pos,92.9498,pos_mz_92.9496_02422,92.9496
pos,93.0698,pos_mz_93.0699_02441,93.06985
pos,93.0699,pos_mz_93.0699_02441,93.06985
pos,94.065,pos_mz_94.0651_02459,94.06509999999999
pos,94.0651,pos_mz_94.0651_02459,94.06509999999999
pos,94.0652,pos_mz_94.0651_02459,94.06509999999999
pos,95.0253,pos_mz_95.0254_02490,95.02544999999999
pos,95.0254,pos_mz_95.0254_02490,95.02544999999999
pos,95.0255,pos_mz_95.0254_02490,95.02544999999999
pos,95.0256,pos_mz_95.0254_02490,95.02544999999999
pos,95.0394,pos_mz_95.0395_02491,95.03949999999999
pos,95.0395,pos_mz_95.0395_02491,95.03949999999999
pos,95.0396,pos_mz_95.0395_02491,95.03949999999999
pos,95.049,pos_mz_95.0491_02494,95.0491
pos,95.0491,pos_mz_95.0491_02494,95.0491
pos,95.0492,pos_mz_95.0491_02494,95.0491
pos,95.0683,pos_mz_95.0684_02500,95.06845
pos,95.0684,pos_mz_95.0684_02500,95.06845
pos,95.0685,pos_mz_95.0684_02500,95.06845
pos,95.0686,pos_mz_95.0684_02500,95.06845
pos,95.0854,pos_mz_95.0855_02507,95.08550000000001
pos,95.0855,pos_mz_95.0855_02507,95.08550000000001
pos,95.0856,pos_mz_95.0855_02507,95.08550000000001
pos,95.9678,pos_mz_95.9680_02530,95.96795
pos,95.9679,pos_mz_95.9680_02530,95.96795
pos,95.968,pos_mz_95.9680_02530,95.96795
pos,95.9681,pos_mz_95.9680_02530,95.96795
pos,95.9741,pos_mz_95.9742_02532,95.97425
pos,95.9742,pos_mz_95.9742_02532,95.97425
pos,95.9743,pos_mz_95.9742_02532,95.97425
pos,95.9744,pos_mz_95.9742_02532,95.97425
pos,96.0235,pos_mz_96.0236_02557,96.02355
pos,96.0236,pos_mz_96.0236_02557,96.02355
pos,96.033,pos_mz_96.0331_02565,96.03309999999999
pos,96.0331,pos_mz_96.0331_02565,96.03309999999999
pos,96.0332,pos_mz_96.0331_02565,96.03309999999999
pos,96.0418,pos_mz_96.0419_02571,96.0419
pos,96.0419,pos_mz_96.0419_02571,96.0419
pos,96.042,pos_mz_96.0419_02571,96.0419
pos,96.0441,pos_mz_96.0443_02572,96.04425
pos,96.0442,pos_mz_96.0443_02572,96.04425
pos,96.0443,pos_mz_96.0443_02572,96.04425
pos,96.0444,pos_mz_96.0443_02572,96.04425
pos,96.0886,pos_mz_96.0888_02584,96.0888
pos,96.0887,pos_mz_96.0888_02584,96.0888
pos,96.0888,pos_mz_96.0888_02584,96.0888
pos,96.0889,pos_mz_96.0888_02584,96.0888
pos,96.089,pos_mz_96.0888_02584,96.0888
pos,96.5347,pos_mz_96.5349_02594,96.53485
pos,96.5348,pos_mz_96.5349_02594,96.53485
pos,96.5349,pos_mz_96.5349_02594,96.53485
pos,96.535,pos_mz_96.5349_02594,96.53485
pos,96.9821,pos_mz_96.9822_02635,96.98225
pos,96.9822,pos_mz_96.9822_02635,96.98225
pos,96.9823,pos_mz_96.9822_02635,96.98225
pos,96.9824,pos_mz_96.9822_02635,96.98225
pos,97.0074,pos_mz_97.0075_02680,97.00750000000001
pos,97.0075,pos_mz_97.0075_02680,97.00750000000001
pos,97.0076,pos_mz_97.0075_02680,97.00750000000001
pos,97.0201,pos_mz_97.0203_02702,97.02025
pos,97.0202,pos_mz_97.0203_02702,97.02025
pos,97.0203,pos_mz_97.0203_02702,97.02025
pos,97.0204,pos_mz_97.0203_02702,97.02025
pos,97.0281,pos_mz_97.0283_02720,97.02825000000001
pos,97.0282,pos_mz_97.0283_02720,97.02825000000001
pos,97.0283,pos_mz_97.0283_02720,97.02825000000001
pos,97.0284,pos_mz_97.0283_02720,97.02825000000001
pos,97.0349,pos_mz_97.0351_02730,97.03505000000001
pos,97.035,pos_mz_97.0351_02730,97.03505000000001
pos,97.0351,pos_mz_97.0351_02730,97.03505000000001
pos,97.0352,pos_mz_97.0351_02730,97.03505000000001
pos,97.0646,pos_mz_97.0647_02749,97.0647
pos,97.0647,pos_mz_97.0647_02749,97.0647
pos,97.0648,pos_mz_97.0647_02749,97.0647
pos,97.1009,pos_mz_97.1010_02758,97.101
pos,97.101,pos_mz_97.1010_02758,97.101
pos,97.1011,pos_mz_97.1010_02758,97.101
pos,97.966,pos_mz_97.9661_02787,97.9661
pos,97.9661,pos_mz_97.9661_02787,97.9661
pos,97.9662,pos_mz_97.9661_02787,97.9661
pos,97.9722,pos_mz_97.9724_02791,97.97240000000001
pos,97.9723,pos_mz_97.9724_02791,97.97240000000001
pos,97.9724,pos_mz_97.9724_02791,97.97240000000001
pos,97.9725,pos_mz_97.9724_02791,97.97240000000001
pos,97.9726,pos_mz_97.9724_02791,97.97240000000001
pos,98.0114,pos_mz_98.0115_02797,98.01155
pos,98.0115,pos_mz_98.0115_02797,98.01155
pos,98.0116,pos_mz_98.0115_02797,98.01155
pos,98.0117,pos_mz_98.0115_02797,98.01155
pos,98.0136,pos_mz_98.0138_02799,98.01380000000002
pos,98.0137,pos_mz_98.0138_02799,98.01380000000002
pos,98.0138,pos_mz_98.0138_02799,98.01380000000002
pos,98.0139,pos_mz_98.0138_02799,98.01380000000002
pos,98.014,pos_mz_98.0138_02799,98.01380000000002
pos,98.019,pos_mz_98.0191_02800,98.0191
pos,98.0191,pos_mz_98.0191_02800,98.0191
pos,98.0192,pos_mz_98.0191_02800,98.0191
pos,98.0276,pos_mz_98.0278_02806,98.0278
pos,98.0277,pos_mz_98.0278_02806,98.0278
pos,98.0278,pos_mz_98.0278_02806,98.0278
pos,98.0279,pos_mz_98.0278_02806,98.0278
pos,98.028,pos_mz_98.0278_02806,98.0278
pos,98.0597,pos_mz_98.0599_02812,98.0599
pos,98.0598,pos_mz_98.0599_02812,98.0599
pos,98.0599,pos_mz_98.0599_02812,98.0599
pos,98.06,pos_mz_98.0599_02812,98.0599
pos,98.0601,pos_mz_98.0599_02812,98.0599
pos,98.0899,pos_mz_98.0901_02815,98.09009999999999
pos,98.09,pos_mz_98.0901_02815,98.09009999999999
pos,98.0901,pos_mz_98.0901_02815,98.09009999999999
pos,98.0902,pos_mz_98.0901_02815,98.09009999999999
pos,98.0903,pos_mz_98.0901_02815,98.09009999999999
pos,98.9499,pos_mz_98.9501_02835,98.95005
pos,98.95,pos_mz_98.9501_02835,98.95005
pos,98.9501,pos_mz_98.9501_02835,98.95005
pos,98.9502,pos_mz_98.9501_02835,98.95005
pos,98.9751,pos_mz_98.9753_02841,98.97525
pos,98.9752,pos_mz_98.9753_02841,98.97525
pos,98.9753,pos_mz_98.9753_02841,98.97525
pos,98.9754,pos_mz_98.9753_02841,98.97525
pos,98.98,pos_mz_98.9802_02842,98.98022499999999
pos,98.9802,pos_mz_98.9802_02842,98.98022499999999
pos,98.9803,pos_mz_98.9802_02842,98.98022499999999
pos,98.9804,pos_mz_98.9802_02842,98.98022499999999
pos,98.9839,pos_mz_98.9841_02845,98.9841
pos,98.984,pos_mz_98.9841_02845,98.9841
pos,98.9841,pos_mz_98.9841_02845,98.9841
pos,98.9842,pos_mz_98.9841_02845,98.9841
pos,98.9843,pos_mz_98.9841_02845,98.9841
pos,99.0031,pos_mz_99.0032_02850,99.00315
pos,99.0032,pos_mz_99.0032_02850,99.00315
pos,99.0116,pos_mz_99.0117_02854,99.0117
pos,99.0117,pos_mz_99.0117_02854,99.0117
pos,99.0118,pos_mz_99.0117_02854,99.0117
pos,99.0438,pos_mz_99.0439_02867,99.0439
pos,99.0439,pos_mz_99.0439_02867,99.0439
pos,99.044,pos_mz_99.0439_02867,99.0439
pos,99.0802,pos_mz_99.0803_02876,99.08030000000001
pos,99.0803,pos_mz_99.0803_02876,99.08030000000001
pos,99.0804,pos_mz_99.0803_02876,99.08030000000001
pos,99.964,pos_mz_99.9642_02894,99.96419999999999
pos,99.9641,pos_mz_99.9642_02894,99.96419999999999
pos,99.9642,pos_mz_99.9642_02894,99.96419999999999
pos,99.9643,pos_mz_99.9642_02894,99.96419999999999
pos,99.9644,pos_mz_99.9642_02894,99.96419999999999
pos,100.0389,pos_mz_100.0392_02905,100.03915
pos,100.039,pos_mz_100.0392_02905,100.03915
pos,100.0391,pos_mz_100.0392_02905,100.03915
pos,100.0392,pos_mz_100.0392_02905,100.03915
