ion,feature_id,cluster_mz,n_present_samples,min_detection_fraction,median_detection_fraction,n_total_samples,presence_fraction,passes
pos,pos_mz_56.9651_00593,56.965050000000005,1,1.0,1.0,1,1.0,True
pos,pos_mz_57.0339_00623,57.03385,1,0.9805825242718447,0.9805825242718447,1,1.0,True
pos,pos_mz_57.0701_00646,57.07015,1,1.0,1.0,1,1.0,True
pos,pos_mz_59.0494_01051,59.049350000000004,1,1.0,1.0,1,1.0,True
pos,pos_mz_60.0376_01262,60.03765,1,0.8640776699029126,0.8640776699029126,1,1.0,True
pos,pos_mz_60.0446_01265,60.04455,1,1.0,1.0,1,1.0,True
pos,pos_mz_60.0526_01271,60.05265,1,1.0,1.0,1,1.0,True
pos,pos_mz_60.0555_01274,60.05555,1,1.0,1.0,1,1.0,True
pos,pos_mz_60.0677_01280,60.06765,1,0.8543689320388349,0.8543689320388349,1,1.0,True
pos,pos_mz_60.0810_01283,60.08095,1,1.0,1.0,1,1.0,True
pos,pos_mz_60.9862_01321,60.98625,1,0.8446601941747572,0.8446601941747572,1,1.0,True
pos,pos_mz_60.9866_01322,60.98665,1,1.0,1.0,1,1.0,True
pos,pos_mz_61.0285_01328,61.028549999999996,1,0.8737864077669902,0.8737864077669902,1,1.0,True
pos,pos_mz_61.0397_01329,61.03975,1,1.0,1.0,1,1.0,True
pos,pos_mz_61.0536_01332,61.05355,1,1.0,1.0,1,1.0,True
pos,pos_mz_61.0560_01335,61.056000000000004,1,0.9223300970873787,0.9223300970873787,1,1.0,True
pos,pos_mz_61.0842_01338,61.08425,1,0.9902912621359223,0.9902912621359223,1,1.0,True
pos,pos_mz_61.9942_01342,61.994150000000005,1,0.8058252427184466,0.8058252427184466,1,1.0,True
pos,pos_mz_67.0123_01374,67.01235,1,1.0,1.0,1,1.0,True
pos,pos_mz_67.0543_01379,67.05435,1,1.0,1.0,1,1.0,True
pos,pos_mz_68.9822_01405,68.98219999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_69.0336_01409,69.03359999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_69.0700_01416,69.06995,1,1.0,1.0,1,1.0,True
pos,pos_mz_70.0652_01434,70.06515,1,1.0,1.0,1,1.0,True
pos,pos_mz_70.0733_01436,70.0733,1,1.0,1.0,1,1.0,True
pos,pos_mz_71.0492_01458,71.0492,1,1.0,1.0,1,1.0,True
pos,pos_mz_71.0604_01459,71.0604,1,0.9805825242718447,0.9805825242718447,1,1.0,True
pos,pos_mz_71.0686_01460,71.06855,1,1.0,1.0,1,1.0,True
pos,pos_mz_71.0855_01462,71.08555,1,1.0,1.0,1,1.0,True
pos,pos_mz_71.9519_01473,71.95185000000001,1,0.941747572815534,0.941747572815534,1,1.0,True
pos,pos_mz_72.0444_01480,72.04440000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_73.0284_01512,73.02839999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_73.0648_01522,73.0648,1,1.0,1.0,1,1.0,True
pos,pos_mz_73.9967_01553,73.99665,1,0.8252427184466019,0.8252427184466019,1,1.0,True
pos,pos_mz_74.0601_01573,74.06005,1,1.0,1.0,1,1.0,True
pos,pos_mz_74.0681_01583,74.0681,1,1.0,1.0,1,1.0,True
pos,pos_mz_74.0964_01593,74.0964,1,1.0,1.0,1,1.0,True
pos,pos_mz_74.9754_01616,74.97535,1,1.0,1.0,1,1.0,True
pos,pos_mz_75.0440_01622,75.04405,1,1.0,1.0,1,1.0,True
pos,pos_mz_75.0553_01624,75.05525,1,0.8349514563106796,0.8349514563106796,1,1.0,True
pos,pos_mz_75.0571_01626,75.05705,1,0.9029126213592233,0.9029126213592233,1,1.0,True
pos,pos_mz_75.0634_01628,75.0634,1,1.0,1.0,1,1.0,True
pos,pos_mz_76.0175_01650,76.01755,1,1.0,1.0,1,1.0,True
pos,pos_mz_76.0393_01652,76.0393,1,1.0,1.0,1,1.0,True
pos,pos_mz_77.0386_01689,77.03855,1,1.0,1.0,1,1.0,True
pos,pos_mz_78.0130_01732,78.01299999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_78.0226_01749,78.0226,1,1.0,1.0,1,1.0,True
pos,pos_mz_78.9970_01817,78.997,1,1.0,1.0,1,1.0,True
pos,pos_mz_79.0212_01850,79.02120000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_79.0542_01864,79.0542,1,1.0,1.0,1,1.0,True
pos,pos_mz_79.9556_01891,79.95555,1,1.0,1.0,1,1.0,True
pos,pos_mz_80.0087_01905,80.00865,1,0.9320388349514563,0.9320388349514563,1,1.0,True
pos,pos_mz_80.0200_01908,80.02005,1,0.9320388349514563,0.9320388349514563,1,1.0,True
pos,pos_mz_80.0495_01913,80.04945000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_80.0575_01916,80.0575,1,0.941747572815534,0.941747572815534,1,1.0,True
pos,pos_mz_80.9396_01943,80.9396,1,1.0,1.0,1,1.0,True
pos,pos_mz_80.9926_01952,80.99265,1,1.0,1.0,1,1.0,True
pos,pos_mz_80.9973_01953,80.99730000000001,1,0.8252427184466019,0.8252427184466019,1,1.0,True
pos,pos_mz_81.0013_01956,81.0013,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.0311_01962,81.0311,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.0335_01963,81.03345,1,0.9805825242718447,0.9805825242718447,1,1.0,True
pos,pos_mz_81.0447_01964,81.04475,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.0528_01969,81.0528,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.0699_01978,81.06985,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.9537_01998,81.9537,1,1.0,1.0,1,1.0,True
pos,pos_mz_81.9629_02001,81.9629,1,1.0,1.0,1,1.0,True
pos,pos_mz_82.0732_02015,82.0732,1,1.0,1.0,1,1.0,True
pos,pos_mz_82.9378_02023,82.93775000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_83.0216_02028,83.02155,1,1.0,1.0,1,1.0,True
pos,pos_mz_83.0491_02032,83.0491,1,1.0,1.0,1,1.0,True
pos,pos_mz_83.0855_02039,83.08550000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_83.9599_02047,83.95985,1,1.0,1.0,1,1.0,True
pos,pos_mz_84.0444_02051,84.04435000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_84.0746_02055,84.0746,1,1.0,1.0,1,1.0,True
pos,pos_mz_84.0807_02057,84.08070000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_84.0889_02060,84.08890000000001,1,0.9611650485436893,0.9611650485436893,1,1.0,True
pos,pos_mz_84.9596_02110,84.95960000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.0284_02148,85.02835,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.0648_02165,85.0648,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.0761_02172,85.07610000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.0808_02177,85.0808,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.1011_02187,85.1011,1,1.0,1.0,1,1.0,True
pos,pos_mz_85.9587_02202,85.95865,1,0.9320388349514563,0.9320388349514563,1,1.0,True
pos,pos_mz_85.9630_02204,85.96300000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_86.0600_02218,86.06,1,1.0,1.0,1,1.0,True
pos,pos_mz_86.0841_02224,86.08415,1,1.0,1.0,1,1.0,True
pos,pos_mz_86.9557_02243,86.9557,1,1.0,1.0,1,1.0,True
pos,pos_mz_86.9638_02245,86.96385,1,1.0,1.0,1,1.0,True
pos,pos_mz_86.9754_02248,86.97540000000001,1,0.883495145631068,0.883495145631068,1,1.0,True
pos,pos_mz_86.9926_02249,86.99265,1,1.0,1.0,1,1.0,True
pos,pos_mz_87.0279_02260,87.02785,1,1.0,1.0,1,1.0,True
pos,pos_mz_87.0440_02262,87.044,1,1.0,1.0,1,1.0,True
pos,pos_mz_87.0804_02271,87.0804,1,1.0,1.0,1,1.0,True
pos,pos_mz_87.5296_02279,87.52955,1,1.0,1.0,1,1.0,True
pos,pos_mz_87.9934_02286,87.9934,1,1.0,1.0,1,1.0,True
pos,pos_mz_88.0215_02293,88.0215,1,1.0,1.0,1,1.0,True
pos,pos_mz_88.0392_02299,88.03920000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_88.0756_02307,88.0756,1,1.0,1.0,1,1.0,True
pos,pos_mz_88.0837_02309,88.0837,1,0.9320388349514563,0.9320388349514563,1,1.0,True
pos,pos_mz_88.9525_02324,88.9525,1,1.0,1.0,1,1.0,True
pos,pos_mz_88.9902_02334,88.9902,1,1.0,1.0,1,1.0,True
pos,pos_mz_89.0597_02346,89.05965,1,1.0,1.0,1,1.0,True
pos,pos_mz_89.0708_02347,89.0708,1,1.0,1.0,1,1.0,True
pos,pos_mz_89.9624_02355,89.96239999999999,1,0.941747572815534,0.941747572815534,1,1.0,True
pos,pos_mz_90.0373_02362,90.03725,1,0.8349514563106796,0.8349514563106796,1,1.0,True
pos,pos_mz_90.0549_02363,90.0549,1,1.0,1.0,1,1.0,True
pos,pos_mz_90.9477_02374,90.94765000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_90.9766_02376,90.97655,1,1.0,1.0,1,1.0,True
pos,pos_mz_91.0542_02393,91.05415,1,1.0,1.0,1,1.0,True
pos,pos_mz_92.9496_02422,92.9496,1,0.9514563106796117,0.9514563106796117,1,1.0,True
pos,pos_mz_93.0699_02441,93.06985,1,1.0,1.0,1,1.0,True
pos,pos_mz_94.0651_02459,94.06509999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_95.0254_02490,95.02544999999999,1,0.9902912621359223,0.9902912621359223,1,1.0,True
pos,pos_mz_95.0395_02491,95.03949999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_95.0491_02494,95.0491,1,1.0,1.0,1,1.0,True
pos,pos_mz_95.0684_02500,95.06845,1,0.8543689320388349,0.8543689320388349,1,1.0,True
pos,pos_mz_95.0855_02507,95.08550000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_95.9680_02530,95.96795,1,0.8058252427184466,0.8058252427184466,1,1.0,True
pos,pos_mz_95.9742_02532,95.97425,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.0236_02557,96.02355,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.0331_02565,96.03309999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.0419_02571,96.0419,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.0443_02572,96.04425,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.0888_02584,96.0888,1,1.0,1.0,1,1.0,True
pos,pos_mz_96.5349_02594,96.53485,1,0.9611650485436893,0.9611650485436893,1,1.0,True
pos,pos_mz_96.9822_02635,96.98225,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.0075_02680,97.00750000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.0203_02702,97.02025,1,0.8543689320388349,0.8543689320388349,1,1.0,True
pos,pos_mz_97.0283_02720,97.02825000000001,1,0.9320388349514563,0.9320388349514563,1,1.0,True
pos,pos_mz_97.0351_02730,97.03505000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.0647_02749,97.0647,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.1010_02758,97.101,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.9661_02787,97.9661,1,1.0,1.0,1,1.0,True
pos,pos_mz_97.9724_02791,97.97240000000001,1,0.9902912621359223,0.9902912621359223,1,1.0,True
pos,pos_mz_98.0115_02797,98.01155,1,0.8349514563106796,0.8349514563106796,1,1.0,True
pos,pos_mz_98.0138_02799,98.01380000000002,1,0.912621359223301,0.912621359223301,1,1.0,True
pos,pos_mz_98.0191_02800,98.0191,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.0278_02806,98.0278,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.0599_02812,98.0599,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.0901_02815,98.09009999999999,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.9501_02835,98.95005,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.9753_02841,98.97525,1,1.0,1.0,1,1.0,True
pos,pos_mz_98.9802_02842,98.98022499999999,1,0.8058252427184466,0.8058252427184466,1,1.0,True
pos,pos_mz_98.9841_02845,98.9841,1,0.9902912621359223,0.9902912621359223,1,1.0,True
pos,pos_mz_99.0032_02850,99.00315,1,1.0,1.0,1,1.0,True
pos,pos_mz_99.0117_02854,99.0117,1,1.0,1.0,1,1.0,True
pos,pos_mz_99.0439_02867,99.0439,1,1.0,1.0,1,1.0,True
pos,pos_mz_99.0803_02876,99.08030000000001,1,1.0,1.0,1,1.0,True
pos,pos_mz_99.9642_02894,99.96419999999999,1,1.0,1.0,1,1.0,True
