filename,filename_date,sample_id,ion,international_detection_time,international_detection_date,international_detection_time_only,raw_startTimeStamp,mzml_path,status
04_05_2026_FASTING_B1_pos.mzML,04_05_2026,1,pos,2026-05-04T05:57:35+00:00,2026-05-04,05:57:35,2026-05-04T05:57:35Z,/mnt/metadata/wcc/Fasting/BreathStudy/ms_analysis/ms/centroid_MS/Blank/04_05_2026_FASTING_B1_pos.mzML,ok
